statement,Significant number 1 detected,Significant number 2 detected,equation generated,answer evaluated
multiply 43 with 30,43,30,x*y,1290
multiply 84 with 82,84,82,x*y,6888
multiply 53 with 35,53,35,x*y,1855
multiply 30 with 18,30,18,x*y,540
multiply 93 with 60,93,60,x*y,5580
multiply 90 with 78,90,78,x*y,7020
multiply 75 with 9,75,9,x*y,675
multiply 67 with 30,67,30,x*y,2010
multiply 88 with 40,88,40,x*y,3520
multiply 68 with 30,68,30,x*y,2040
multiply 61 with 23,61,23,x*y,1403
multiply 57 with 68,57,68,x*y,3876
multiply 56 with 3,56,3,x*y,168
multiply 43 with 12,43,12,x*y,516
multiply 34 with 27,34,27,x*y,918
multiply 4 with 70,4,70,x*y,280
multiply 19 with 69,19,69,x*y,1311
multiply 96 with 19,96,19,x*y,1824
multiply 64 with 46,64,46,x*y,2944
multiply 74 with 13,74,13,x*y,962
multiply 90 with 69,90,69,x*y,6210
multiply 27 with 77,27,77,x*y,2079
multiply 76 with 60,76,60,x*y,4560
multiply 51 with 97,51,97,x*y,4947
multiply 31 with 36,31,36,x*y,1116
multiply 98 with 58,98,58,x*y,5684
multiply 86 with 53,86,53,x*y,4558
multiply 1 with 5,1,5,x*y,5
multiply 77 with 81,77,81,x*y,6237
multiply 15 with 46,15,46,x*y,690
multiply 33 with 55,33,55,x*y,1815
multiply 39 with 75,39,75,x*y,2925
multiply 55 with 88,55,88,x*y,4840
multiply 15 with 92,15,92,x*y,1380
multiply 13 with 93,13,93,x*y,1209
multiply 37 with 39,37,39,x*y,1443
multiply 86 with 49,86,49,x*y,4214
multiply 35 with 85,35,85,x*y,2975
multiply 39 with 60,39,60,x*y,2340
multiply 12 with 26,12,26,x*y,312
multiply 89 with 59,89,59,x*y,5251
multiply 43 with 8,43,8,x*y,344
multiply 90 with 73,90,73,x*y,6570
multiply 20 with 71,20,71,x*y,1420
multiply 27 with 84,27,84,x*y,2268
multiply 95 with 59,95,59,x*y,5605
multiply 11 with 64,11,64,x*y,704
multiply 21 with 91,21,91,x*y,1911
multiply 42 with 37,42,37,x*y,1554
multiply 20 with 66,20,66,x*y,1320
multiply 95 with 28,95,28,x*y,2660
multiply 15 with 84,15,84,x*y,1260
multiply 96 with 7,96,7,x*y,672
multiply 38 with 83,38,83,x*y,3154
multiply 45 with 68,45,68,x*y,3060
multiply 53 with 76,53,76,x*y,4028
multiply 85 with 13,85,13,x*y,1105
multiply 61 with 11,61,11,x*y,671
multiply 45 with 98,45,98,x*y,4410
multiply 23 with 80,23,80,x*y,1840
multiply 83 with 64,83,64,x*y,5312
multiply 28 with 22,28,22,x*y,616
multiply 74 with 47,74,47,x*y,3478
multiply 62 with 98,62,98,x*y,6076
multiply 75 with 92,75,92,x*y,6900
multiply 87 with 60,87,60,x*y,5220
multiply 80 with 39,80,39,x*y,3120
multiply 27 with 36,27,36,x*y,972
multiply 71 with 21,71,21,x*y,1491
multiply 43 with 19,43,19,x*y,817
multiply 38 with 25,38,25,x*y,950
multiply 97 with 23,97,23,x*y,2231
multiply 27 with 71,27,71,x*y,1917
multiply 23 with 20,23,20,x*y,460
multiply 5 with 34,5,34,x*y,170
multiply 18 with 84,18,84,x*y,1512
multiply 48 with 70,48,70,x*y,3360
multiply 82 with 35,82,35,x*y,2870
multiply 21 with 49,21,49,x*y,1029
multiply 78 with 58,78,58,x*y,4524
multiply 82 with 64,82,64,x*y,5248
multiply 22 with 8,22,8,x*y,176
multiply 31 with 4,31,4,x*y,124
multiply 14 with 30,14,30,x*y,420
multiply 3 with 73,3,73,x*y,219
multiply 85 with 15,85,15,x*y,1275
multiply 9 with 68,9,68,x*y,612
multiply 12 with 88,12,88,x*y,1056
multiply 46 with 41,46,41,x*y,1886
multiply 2 with 63,2,63,x*y,126
multiply 25 with 42,25,42,x*y,1050
multiply 54 with 14,54,14,x*y,756
multiply 74 with 73,74,73,x*y,5402
multiply 78 with 40,78,40,x*y,3120
multiply 25 with 25,25,25,x*y,625
multiply 28 with 41,28,41,x*y,1148
multiply 89 with 58,89,58,x*y,5162
multiply 72 with 47,72,47,x*y,3384
multiply 65 with 17,65,17,x*y,1105
multiply 44 with 3,44,3,x*y,132
multiply 45 with 36,45,36,x*y,1620
multiply 33 with 74,33,74,x*y,2442
multiply 5 with 7,5,7,x*y,35
multiply 43 with 76,43,76,x*y,3268
multiply 78 with 13,78,13,x*y,1014
multiply 12 with 53,12,53,x*y,636
multiply 95 with 47,95,47,x*y,4465
multiply 63 with 12,63,12,x*y,756
multiply 48 with 35,48,35,x*y,1680
multiply 36 with 63,36,63,x*y,2268
multiply 11 with 2,11,2,x*y,22
multiply 89 with 92,89,92,x*y,8188
multiply 65 with 97,65,97,x*y,6305
multiply 15 with 23,15,23,x*y,345
multiply 2 with 95,2,95,x*y,190
multiply 17 with 78,17,78,x*y,1326
multiply 83 with 44,83,44,x*y,3652
multiply 60 with 30,60,30,x*y,1800
multiply 5 with 4,5,4,x*y,20
multiply 11 with 69,11,69,x*y,759
multiply 61 with 31,61,31,x*y,1891
multiply 19 with 15,19,15,x*y,285
multiply 70 with 40,70,40,x*y,2800
multiply 99 with 40,99,40,x*y,3960
multiply 66 with 53,66,53,x*y,3498
multiply 34 with 6,34,6,x*y,204
multiply 66 with 14,66,14,x*y,924
multiply 92 with 2,92,2,x*y,184
multiply 29 with 83,29,83,x*y,2407
multiply 49 with 42,49,42,x*y,2058
multiply 87 with 30,87,30,x*y,2610
multiply 59 with 52,59,52,x*y,3068
multiply 75 with 83,75,83,x*y,6225
multiply 75 with 16,75,16,x*y,1200
multiply 59 with 93,59,93,x*y,5487
multiply 98 with 1,98,1,x*y,98
multiply 18 with 6,18,6,x*y,108
multiply 43 with 75,43,75,x*y,3225
multiply 38 with 70,38,70,x*y,2660
multiply 25 with 96,25,96,x*y,2400
multiply 45 with 40,45,40,x*y,1800
multiply 95 with 58,95,58,x*y,5510
multiply 68 with 1,68,1,x*y,68
multiply 16 with 27,16,27,x*y,432
multiply 16 with 97,16,97,x*y,1552
multiply 6 with 21,6,21,x*y,126
multiply 54 with 95,54,95,x*y,5130
multiply 22 with 18,22,18,x*y,396
multiply 88 with 57,88,57,x*y,5016
multiply 76 with 72,76,72,x*y,5472
multiply 61 with 85,61,85,x*y,5185
multiply 60 with 54,60,54,x*y,3240
multiply 16 with 40,16,40,x*y,640
multiply 31 with 88,31,88,x*y,2728
multiply 44 with 51,44,51,x*y,2244
multiply 24 with 7,24,7,x*y,168
multiply 76 with 32,76,32,x*y,2432
multiply 22 with 15,22,15,x*y,330
multiply 72 with 2,72,2,x*y,144
multiply 44 with 92,44,92,x*y,4048
multiply 96 with 96,96,96,x*y,9216
multiply 5 with 81,5,81,x*y,405
multiply 45 with 98,45,98,x*y,4410
multiply 87 with 1,87,1,x*y,87
multiply 85 with 35,85,35,x*y,2975
multiply 9 with 90,9,90,x*y,810
multiply 41 with 40,41,40,x*y,1640
multiply 14 with 70,14,70,x*y,980
multiply 66 with 34,66,34,x*y,2244
multiply 14 with 68,14,68,x*y,952
multiply 71 with 92,71,92,x*y,6532
multiply 59 with 74,59,74,x*y,4366
multiply 83 with 92,83,92,x*y,7636
multiply 45 with 36,45,36,x*y,1620
multiply 23 with 84,23,84,x*y,1932
multiply 53 with 59,53,59,x*y,3127
multiply 59 with 83,59,83,x*y,4897
multiply 29 with 74,29,74,x*y,2146
multiply 97 with 81,97,81,x*y,7857
multiply 77 with 10,77,10,x*y,770
multiply 73 with 21,73,21,x*y,1533
multiply 18 with 54,18,54,x*y,972
multiply 78 with 31,78,31,x*y,2418
multiply 29 with 59,29,59,x*y,1711
multiply 33 with 28,33,28,x*y,924
multiply 60 with 17,60,17,x*y,1020
multiply 69 with 57,69,57,x*y,3933
multiply 2 with 3,2,3,x*y,6
multiply 18 with 4,18,4,x*y,72
multiply 12 with 38,12,38,x*y,456
multiply 22 with 58,22,58,x*y,1276
multiply 35 with 67,35,67,x*y,2345
multiply 69 with 32,69,32,x*y,2208
multiply 73 with 70,73,70,x*y,5110
multiply 81 with 62,81,62,x*y,5022
multiply 52 with 2,52,2,x*y,104
multiply 22 with 62,22,62,x*y,1364
multiply 26 with 48,26,48,x*y,1248
multiply 39 with 35,39,35,x*y,1365
multiply 42 with 50,42,50,x*y,2100
multiply 97 with 23,97,23,x*y,2231
multiply 20 with 52,20,52,x*y,1040
multiply 72 with 22,72,22,x*y,1584
multiply 27 with 9,27,9,x*y,243
multiply 2 with 44,2,44,x*y,88
multiply 23 with 41,23,41,x*y,943
multiply 86 with 40,86,40,x*y,3440
multiply 86 with 28,86,28,x*y,2408
multiply 16 with 63,16,63,x*y,1008
multiply 77 with 6,77,6,x*y,462
multiply 73 with 75,73,75,x*y,5475
multiply 90 with 21,90,21,x*y,1890
multiply 29 with 92,29,92,x*y,2668
multiply 77 with 12,77,12,x*y,924
multiply 21 with 71,21,71,x*y,1491
multiply 76 with 19,76,19,x*y,1444
multiply 47 with 62,47,62,x*y,2914
multiply 36 with 38,36,38,x*y,1368
multiply 75 with 1,75,1,x*y,75
multiply 44 with 48,44,48,x*y,2112
multiply 62 with 57,62,57,x*y,3534
multiply 35 with 67,35,67,x*y,2345
multiply 9 with 64,9,64,x*y,576
multiply 45 with 26,45,26,x*y,1170
multiply 50 with 3,50,3,x*y,150
multiply 57 with 5,57,5,x*y,285
multiply 98 with 58,98,58,x*y,5684
multiply 26 with 5,26,5,x*y,130
multiply 45 with 35,45,35,x*y,1575
multiply 76 with 16,76,16,x*y,1216
multiply 56 with 82,56,82,x*y,4592
multiply 44 with 76,44,76,x*y,3344
multiply 76 with 16,76,16,x*y,1216
multiply 98 with 25,98,25,x*y,2450
multiply 55 with 49,55,49,x*y,2695
multiply 9 with 53,9,53,x*y,477
multiply 53 with 57,53,57,x*y,3021
multiply 30 with 1,30,1,x*y,30
multiply 59 with 14,59,14,x*y,826
multiply 1 with 73,1,73,x*y,73
multiply 49 with 19,49,19,x*y,931
multiply 99 with 35,99,35,x*y,3465
multiply 70 with 24,70,24,x*y,1680
multiply 4 with 89,4,89,x*y,356
multiply 91 with 86,91,86,x*y,7826
multiply 38 with 26,38,26,x*y,988
multiply 71 with 38,71,38,x*y,2698
multiply 12 with 23,12,23,x*y,276
multiply 55 with 62,55,62,x*y,3410
multiply 75 with 51,75,51,x*y,3825
multiply 67 with 8,67,8,x*y,536
multiply 81 with 22,81,22,x*y,1782
multiply 22 with 58,22,58,x*y,1276
multiply 71 with 26,71,26,x*y,1846
multiply 34 with 64,34,64,x*y,2176
multiply 51 with 57,51,57,x*y,2907
multiply 78 with 56,78,56,x*y,4368
multiply 3 with 42,3,42,x*y,126
multiply 21 with 59,21,59,x*y,1239
multiply 80 with 16,80,16,x*y,1280
multiply 34 with 27,34,27,x*y,918
multiply 33 with 18,33,18,x*y,594
multiply 65 with 36,65,36,x*y,2340
multiply 27 with 96,27,96,x*y,2592
multiply 81 with 69,81,69,x*y,5589
multiply 90 with 54,90,54,x*y,4860
multiply 78 with 51,78,51,x*y,3978
multiply 71 with 34,71,34,x*y,2414
multiply 15 with 29,15,29,x*y,435
multiply 75 with 56,75,56,x*y,4200
multiply 38 with 41,38,41,x*y,1558
multiply 73 with 54,73,54,x*y,3942
multiply 27 with 17,27,17,x*y,459
multiply 52 with 23,52,23,x*y,1196
multiply 76 with 58,76,58,x*y,4408
multiply 68 with 5,68,5,x*y,340
multiply 2 with 2,2,2,x*y,4
multiply 45 with 36,45,36,x*y,1620
multiply 54 with 32,54,32,x*y,1728
multiply 11 with 16,11,16,x*y,176
multiply 36 with 74,36,74,x*y,2664
multiply 57 with 56,57,56,x*y,3192
multiply 66 with 6,66,6,x*y,396
multiply 94 with 91,94,91,x*y,8554
multiply 85 with 60,85,60,x*y,5100
multiply 26 with 65,26,65,x*y,1690
multiply 13 with 6,13,6,x*y,78
multiply 33 with 69,33,69,x*y,2277
multiply 60 with 41,60,41,x*y,2460
multiply 48 with 34,48,34,x*y,1632
multiply 19 with 49,19,49,x*y,931
multiply 42 with 94,42,94,x*y,3948
multiply 98 with 96,98,96,x*y,9408
multiply 25 with 16,25,16,x*y,400
multiply 73 with 44,73,44,x*y,3212
multiply 24 with 41,24,41,x*y,984
multiply 89 with 88,89,88,x*y,7832
multiply 68 with 50,68,50,x*y,3400
multiply 53 with 13,53,13,x*y,689
multiply 61 with 93,61,93,x*y,5673
multiply 38 with 18,38,18,x*y,684
multiply 98 with 27,98,27,x*y,2646
multiply 24 with 47,24,47,x*y,1128
multiply 68 with 89,68,89,x*y,6052
multiply 21 with 90,21,90,x*y,1890
multiply 59 with 26,59,26,x*y,1534
multiply 18 with 38,18,38,x*y,684
multiply 23 with 49,23,49,x*y,1127
multiply 66 with 97,66,97,x*y,6402
multiply 25 with 35,25,35,x*y,875
multiply 12 with 14,12,14,x*y,168
multiply 55 with 70,55,70,x*y,3850
multiply 14 with 68,14,68,x*y,952
multiply 50 with 14,50,14,x*y,700
multiply 99 with 74,99,74,x*y,7326
multiply 43 with 28,43,28,x*y,1204
multiply 84 with 34,84,34,x*y,2856
multiply 4 with 17,4,17,x*y,68
multiply 8 with 28,8,28,x*y,224
multiply 9 with 72,9,72,x*y,648
multiply 27 with 49,27,49,x*y,1323
multiply 75 with 26,75,26,x*y,1950
multiply 34 with 13,34,13,x*y,442
multiply 42 with 71,42,71,x*y,2982
multiply 26 with 99,26,99,x*y,2574
multiply 8 with 90,8,90,x*y,720
multiply 89 with 55,89,55,x*y,4895
multiply 62 with 1,62,1,x*y,62
multiply 32 with 88,32,88,x*y,2816
multiply 61 with 94,61,94,x*y,5734
multiply 43 with 52,43,52,x*y,2236
multiply 79 with 12,79,12,x*y,948
multiply 50 with 72,50,72,x*y,3600
multiply 56 with 38,56,38,x*y,2128
multiply 76 with 55,76,55,x*y,4180
multiply 11 with 82,11,82,x*y,902
multiply 85 with 43,85,43,x*y,3655
multiply 63 with 40,63,40,x*y,2520
multiply 14 with 84,14,84,x*y,1176
multiply 71 with 39,71,39,x*y,2769
multiply 37 with 14,37,14,x*y,518
multiply 74 with 11,74,11,x*y,814
multiply 8 with 62,8,62,x*y,496
multiply 34 with 62,34,62,x*y,2108
multiply 33 with 40,33,40,x*y,1320
multiply 85 with 51,85,51,x*y,4335
multiply 62 with 58,62,58,x*y,3596
multiply 16 with 77,16,77,x*y,1232
multiply 22 with 12,22,12,x*y,264
multiply 5 with 49,5,49,x*y,245
multiply 18 with 26,18,26,x*y,468
multiply 5 with 7,5,7,x*y,35
multiply 89 with 71,89,71,x*y,6319
multiply 76 with 30,76,30,x*y,2280
multiply 56 with 29,56,29,x*y,1624
multiply 19 with 37,19,37,x*y,703
multiply 65 with 34,65,34,x*y,2210
multiply 76 with 8,76,8,x*y,608
multiply 97 with 93,97,93,x*y,9021
multiply 90 with 10,90,10,x*y,900
multiply 52 with 83,52,83,x*y,4316
multiply 12 with 66,12,66,x*y,792
multiply 25 with 55,25,55,x*y,1375
multiply 82 with 55,82,55,x*y,4510
multiply 22 with 2,22,2,x*y,44
multiply 70 with 71,70,71,x*y,4970
multiply 9 with 73,9,73,x*y,657
multiply 84 with 44,84,44,x*y,3696
multiply 64 with 85,64,85,x*y,5440
multiply 20 with 87,20,87,x*y,1740
multiply 56 with 51,56,51,x*y,2856
multiply 46 with 32,46,32,x*y,1472
multiply 83 with 24,83,24,x*y,1992
multiply 88 with 78,88,78,x*y,6864
multiply 15 with 8,15,8,x*y,120
multiply 71 with 25,71,25,x*y,1775
multiply 83 with 91,83,91,x*y,7553
multiply 65 with 9,65,9,x*y,585
multiply 10 with 84,10,84,x*y,840
multiply 25 with 70,25,70,x*y,1750
multiply 24 with 77,24,77,x*y,1848
multiply 50 with 83,50,83,x*y,4150
multiply 83 with 19,83,19,x*y,1577
multiply 29 with 36,29,36,x*y,1044
multiply 56 with 15,56,15,x*y,840
multiply 6 with 85,6,85,x*y,510
multiply 79 with 70,79,70,x*y,5530
multiply 3 with 75,3,75,x*y,225
multiply 93 with 87,93,87,x*y,8091
multiply 30 with 1,30,1,x*y,30
multiply 99 with 9,99,9,x*y,891
multiply 54 with 16,54,16,x*y,864
multiply 30 with 56,30,56,x*y,1680
multiply 58 with 81,58,81,x*y,4698
multiply 70 with 80,70,80,x*y,5600
multiply 15 with 23,15,23,x*y,345
multiply 56 with 84,56,84,x*y,4704
multiply 20 with 17,20,17,x*y,340
multiply 67 with 10,67,10,x*y,670
multiply 85 with 22,85,22,x*y,1870
multiply 17 with 34,17,34,x*y,578
multiply 13 with 33,13,33,x*y,429
multiply 4 with 73,4,73,x*y,292
multiply 15 with 17,15,17,x*y,255
multiply 27 with 38,27,38,x*y,1026
multiply 23 with 43,23,43,x*y,989
multiply 96 with 37,96,37,x*y,3552
multiply 21 with 23,21,23,x*y,483
multiply 12 with 18,12,18,x*y,216
multiply 64 with 30,64,30,x*y,1920
multiply 91 with 95,91,95,x*y,8645
multiply 89 with 22,89,22,x*y,1958
multiply 66 with 77,66,77,x*y,5082
multiply 20 with 26,20,26,x*y,520
multiply 70 with 20,70,20,x*y,1400
multiply 91 with 70,91,70,x*y,6370
multiply 53 with 81,53,81,x*y,4293
multiply 76 with 49,76,49,x*y,3724
multiply 41 with 75,41,75,x*y,3075
multiply 47 with 89,47,89,x*y,4183
multiply 51 with 8,51,8,x*y,408
61 times 42,61,42,x*y,2562
50 times 63,50,63,x*y,3150
97 times 87,97,87,x*y,8439
59 times 52,59,52,x*y,3068
93 times 10,93,10,x*y,930
29 times 39,29,39,x*y,1131
54 times 76,54,76,x*y,4104
52 times 99,52,99,x*y,5148
30 times 63,30,63,x*y,1890
9 times 44,9,44,x*y,396
55 times 5,55,5,x*y,275
97 times 97,97,97,x*y,9409
60 times 47,60,47,x*y,2820
15 times 53,15,53,x*y,795
73 times 73,73,73,x*y,5329
3 times 35,3,35,x*y,105
35 times 5,35,5,x*y,175
31 times 48,31,48,x*y,1488
92 times 76,92,76,x*y,6992
5 times 49,5,49,x*y,245
91 times 69,91,69,x*y,6279
4 times 93,4,93,x*y,372
36 times 93,36,93,x*y,3348
72 times 79,72,79,x*y,5688
50 times 70,50,70,x*y,3500
61 times 75,61,75,x*y,4575
8 times 30,8,30,x*y,240
18 times 4,18,4,x*y,72
48 times 92,48,92,x*y,4416
25 times 82,25,82,x*y,2050
34 times 14,34,14,x*y,476
68 times 40,68,40,x*y,2720
83 times 90,83,90,x*y,7470
58 times 60,58,60,x*y,3480
89 times 78,89,78,x*y,6942
42 times 73,42,73,x*y,3066
14 times 60,14,60,x*y,840
31 times 58,31,58,x*y,1798
75 times 11,75,11,x*y,825
26 times 68,26,68,x*y,1768
20 times 70,20,70,x*y,1400
21 times 7,21,7,x*y,147
33 times 37,33,37,x*y,1221
26 times 53,26,53,x*y,1378
47 times 93,47,93,x*y,4371
65 times 51,65,51,x*y,3315
64 times 51,64,51,x*y,3264
3 times 85,3,85,x*y,255
77 times 90,77,90,x*y,6930
19 times 98,19,98,x*y,1862
62 times 16,62,16,x*y,992
28 times 92,28,92,x*y,2576
44 times 73,44,73,x*y,3212
28 times 81,28,81,x*y,2268
34 times 3,34,3,x*y,102
77 times 3,77,3,x*y,231
30 times 91,30,91,x*y,2730
78 times 59,78,59,x*y,4602
44 times 65,44,65,x*y,2860
89 times 2,89,2,x*y,178
66 times 28,66,28,x*y,1848
20 times 42,20,42,x*y,840
43 times 13,43,13,x*y,559
63 times 44,63,44,x*y,2772
98 times 7,98,7,x*y,686
71 times 94,71,94,x*y,6674
11 times 65,11,65,x*y,715
25 times 95,25,95,x*y,2375
37 times 69,37,69,x*y,2553
38 times 21,38,21,x*y,798
76 times 59,76,59,x*y,4484
99 times 87,99,87,x*y,8613
27 times 41,27,41,x*y,1107
74 times 17,74,17,x*y,1258
92 times 70,92,70,x*y,6440
6 times 66,6,66,x*y,396
14 times 58,14,58,x*y,812
30 times 59,30,59,x*y,1770
21 times 17,21,17,x*y,357
83 times 72,83,72,x*y,5976
81 times 44,81,44,x*y,3564
82 times 91,82,91,x*y,7462
37 times 5,37,5,x*y,185
65 times 24,65,24,x*y,1560
30 times 12,30,12,x*y,360
79 times 40,79,40,x*y,3160
67 times 38,67,38,x*y,2546
77 times 12,77,12,x*y,924
89 times 55,89,55,x*y,4895
39 times 33,39,33,x*y,1287
80 times 9,80,9,x*y,720
41 times 26,41,26,x*y,1066
56 times 78,56,78,x*y,4368
36 times 79,36,79,x*y,2844
64 times 75,64,75,x*y,4800
51 times 20,51,20,x*y,1020
25 times 74,25,74,x*y,1850
14 times 70,14,70,x*y,980
57 times 1,57,1,x*y,57
55 times 20,55,20,x*y,1100
8 times 18,8,18,x*y,144
5 times 35,5,35,x*y,175
99 times 36,99,36,x*y,3564
37 times 83,37,83,x*y,3071
64 times 65,64,65,x*y,4160
63 times 92,63,92,x*y,5796
36 times 28,36,28,x*y,1008
93 times 2,93,2,x*y,186
87 times 53,87,53,x*y,4611
34 times 10,34,10,x*y,340
55 times 84,55,84,x*y,4620
72 times 54,72,54,x*y,3888
6 times 64,6,64,x*y,384
66 times 85,66,85,x*y,5610
32 times 32,32,32,x*y,1024
33 times 93,33,93,x*y,3069
24 times 20,24,20,x*y,480
26 times 12,26,12,x*y,312
32 times 55,32,55,x*y,1760
83 times 35,83,35,x*y,2905
47 times 59,47,59,x*y,2773
50 times 72,50,72,x*y,3600
69 times 73,69,73,x*y,5037
58 times 89,58,89,x*y,5162
2 times 11,2,11,x*y,22
33 times 13,33,13,x*y,429
25 times 49,25,49,x*y,1225
85 times 38,85,38,x*y,3230
83 times 20,83,20,x*y,1660
33 times 15,33,15,x*y,495
81 times 18,81,18,x*y,1458
17 times 77,17,77,x*y,1309
23 times 42,23,42,x*y,966
21 times 30,21,30,x*y,630
30 times 26,30,26,x*y,780
15 times 35,15,35,x*y,525
23 times 15,23,15,x*y,345
75 times 48,75,48,x*y,3600
37 times 55,37,55,x*y,2035
4 times 83,4,83,x*y,332
44 times 26,44,26,x*y,1144
18 times 18,18,18,x*y,324
76 times 44,76,44,x*y,3344
90 times 50,90,50,x*y,4500
79 times 17,79,17,x*y,1343
87 times 25,87,25,x*y,2175
79 times 25,79,25,x*y,1975
83 times 42,83,42,x*y,3486
80 times 77,80,77,x*y,6160
98 times 44,98,44,x*y,4312
34 times 36,34,36,x*y,1224
12 times 46,12,46,x*y,552
92 times 4,92,4,x*y,368
16 times 43,16,43,x*y,688
37 times 92,37,92,x*y,3404
48 times 99,48,99,x*y,4752
16 times 27,16,27,x*y,432
68 times 2,68,2,x*y,136
39 times 97,39,97,x*y,3783
58 times 78,58,78,x*y,4524
45 times 11,45,11,x*y,495
35 times 23,35,23,x*y,805
2 times 32,2,32,x*y,64
44 times 69,44,69,x*y,3036
68 times 27,68,27,x*y,1836
52 times 35,52,35,x*y,1820
61 times 5,61,5,x*y,305
46 times 24,46,24,x*y,1104
41 times 51,41,51,x*y,2091
1 times 42,1,42,x*y,42
6 times 31,6,31,x*y,186
91 times 92,91,92,x*y,8372
14 times 3,14,3,x*y,42
39 times 63,39,63,x*y,2457
65 times 41,65,41,x*y,2665
58 times 31,58,31,x*y,1798
30 times 71,30,71,x*y,2130
39 times 18,39,18,x*y,702
28 times 74,28,74,x*y,2072
40 times 80,40,80,x*y,3200
31 times 53,31,53,x*y,1643
82 times 3,82,3,x*y,246
44 times 86,44,86,x*y,3784
3 times 86,3,86,x*y,258
30 times 28,30,28,x*y,840
54 times 15,54,15,x*y,810
20 times 28,20,28,x*y,560
80 times 19,80,19,x*y,1520
55 times 11,55,11,x*y,605
80 times 22,80,22,x*y,1760
29 times 30,29,30,x*y,870
90 times 5,90,5,x*y,450
95 times 52,95,52,x*y,4940
80 times 26,80,26,x*y,2080
97 times 93,97,93,x*y,9021
30 times 98,30,98,x*y,2940
59 times 29,59,29,x*y,1711
50 times 70,50,70,x*y,3500
15 times 58,15,58,x*y,870
46 times 6,46,6,x*y,276
64 times 77,64,77,x*y,4928
37 times 81,37,81,x*y,2997
47 times 17,47,17,x*y,799
95 times 66,95,66,x*y,6270
71 times 17,71,17,x*y,1207
52 times 11,52,11,x*y,572
18 times 25,18,25,x*y,450
7 times 85,7,85,x*y,595
34 times 71,34,71,x*y,2414
36 times 96,36,96,x*y,3456
34 times 58,34,58,x*y,1972
58 times 18,58,18,x*y,1044
20 times 87,20,87,x*y,1740
52 times 39,52,39,x*y,2028
85 times 11,85,11,x*y,935
91 times 70,91,70,x*y,6370
92 times 32,92,32,x*y,2944
6 times 5,6,5,x*y,30
98 times 71,98,71,x*y,6958
98 times 28,98,28,x*y,2744
22 times 78,22,78,x*y,1716
29 times 42,29,42,x*y,1218
96 times 81,96,81,x*y,7776
77 times 47,77,47,x*y,3619
25 times 96,25,96,x*y,2400
49 times 49,49,49,x*y,2401
26 times 76,26,76,x*y,1976
52 times 16,52,16,x*y,832
64 times 26,64,26,x*y,1664
86 times 11,86,11,x*y,946
37 times 28,37,28,x*y,1036
57 times 89,57,89,x*y,5073
36 times 26,36,26,x*y,936
59 times 60,59,60,x*y,3540
23 times 90,23,90,x*y,2070
99 times 53,99,53,x*y,5247
51 times 18,51,18,x*y,918
46 times 72,46,72,x*y,3312
67 times 10,67,10,x*y,670
2 times 62,2,62,x*y,124
21 times 83,21,83,x*y,1743
82 times 28,82,28,x*y,2296
95 times 54,95,54,x*y,5130
89 times 10,89,10,x*y,890
53 times 49,53,49,x*y,2597
33 times 89,33,89,x*y,2937
57 times 26,57,26,x*y,1482
86 times 84,86,84,x*y,7224
90 times 86,90,86,x*y,7740
91 times 85,91,85,x*y,7735
24 times 29,24,29,x*y,696
68 times 60,68,60,x*y,4080
